Lat_dec,Long_dec,Elevation,Name
72.1825,-75.90666,1963,Qiajivik Mtn.
80.13666,-76.77,2181,Pk. 08-46
70.69416,-71.34166,1809,Ukpik Peak
66.5725,-65.075,2000,Tupeq Mtn.
66.15166,-63.4925,1840,Pt. 1840
70.79916,-71.65166,1905,Kisimngiuqtuq Peak
71.00166,-71.855,1590,Sillem Island HP
69.65666,-69.30833,1721,Pk. 39-18
70.58,-70.72833,1562,Pk. 35-44
66.5575,-62.02083,1710,Angna Mtn.
45.8325,6.86444,4808,Mont Blanc
37.75111,14.99583,3323,Monte Etna
37.05444,-3.31,3479,Pico del Mulhac�n
42.63222,0.65777,3404,Pico de Aneto
42.38,8.94722,2706,Monte Cinto
42.47,13.56722,2912,Corno Grande
42.17972,23.58666,2925,Musala
35.22666,24.7725,2456,Psiloritis
47.07416,12.69444,3798,Grossglockner
36.95388,22.35222,2404,Profitis Ilias
61.63666,8.315,2469,Galdh�piggen
49.16416,20.13583,2655,Gerlach
40.08277,22.35111,2919,Olympos Oros
46.53722,8.12611,4274,Finsteraarhorn
46.88694,10.8675,3768,Wildspitze
46.38222,9.90805,4049,Piz Bernina
47.42194,13.0625,2941,Hochk�nig
41.79111,20.54777,2764,Golem Korab
45.93694,7.86694,4634,Dufourspitze
47.47527,13.60638,2995,Hoher Dachstein
46.435,11.86277,3343,Marmolada
45.34111,23.54055,2519,Par�ngul Mare
44.66805,7.08888,3841,Monte Viso
46.37805,13.83694,2864,Triglav
45.59972,24.73611,2544,Varful Moldoveanu
44.92444,6.35611,4102,Barre des �crins
35.2925,24.03333,2453,Pakhnes
42.4425,19.81416,2694,Maja e Jezerc�s
47.24944,9.34333,2503,S�ntis
40.15888,24.32833,2030,Athos
46.50888,10.54472,3905,Ortl�s
34.93833,32.86111,1952,Olympos
45.72638,10.84388,2218,Monte Baldo
43.19777,-4.85277,2648,Torre de Cerredo
45.51861,7.26638,4061,Gran Paradiso
46.07166,10.01138,3050,Pizzo di Coca
45.9975,11.46805,2336,Cima Dodici
37.93972,22.39583,2376,Killini Oros
39.79694,22.68694,1978,Ossa Oros 
39.98805,9.32416,1834,La Marmora
42.08694,14.08527,2795,Monte Amaro
35.11888,25.49888,2148,Spathi
46.16111,6.92333,3257,Haute Cime: Dents du Midi
40.12444,20.94944,2482,Nemer�ka
41.76722,23.39888,2914,Vikhren
40.91472,24.09166,1956,Pangaion
45.28805,5.78777,2082,Chamechaude
45.36611,22.89444,2509,Varful Peleaga
40.93083,21.78694,2528,Kaimaktsalan
67.90083,18.51944,2113,Kebnekaise
47.42111,10.98527,2962,Zugspitze
38.6275,23.84277,1743,Dhirfis Oros
69.46888,19.87861,1834,Jiehkkevarri
40.08972,20.92611,2637,Smolikas Oros
46.4525,12.26055,3264,Monte Antelao
45.68388,6.22805,2217,Pointe d'Arcalod
39.89472,16.21611,2267,Monte Dolcedorme
38.15888,15.92111,1955,Montalto
46.35694,14.53555,2558,Grintovec
47.71694,14.06333,2515,Gro�er Priel
38.6475,22.25444,2510,Oros Giona
40.24861,-5.29972,2592,Pico Almanzor
45.95333,9.3875,2409,Grigna Settentrionale
45.98805,11.03138,2180,Monte Bondone
46.22,10.66388,3558,Cima Presanella
62.32055,9.27166,2286,Sn�hetta
40.28694,19.84972,2121,Maja e Kendrevic�s
47.47472,12.73388,2634,Birnhorn
41.70416,21.40527,2540,Solunska Glava
47.5975,24.63444,2303,Pietrosul Rodnei
46.2275,12.40277,2471,Col Nudo
45.95555,6.55611,2750,Pointe Perc�e
38.13666,20.67138,1628,Ainos Oros
40.46166,25.5875,1611,Fengari
46.43305,13.44166,2753,Jof di Montasio
41.32111,23.12055,2031,Kerkini
38.53555,22.62166,2457,Liakoura
46.895,13.15805,2784,Polinik
45.52833,2.81416,1885,Puy de Sancy
44.19388,10.70138,2165,Monte Cimone
42.7175,24.91666,2376,Botev
46.81111,8.91472,3614,T�di
47.41111,11.43777,2749,Birkkarspitze
40.19833,19.63944,2044,Mali i �ik�s
47.56222,12.30305,2344,Ellmauer Halt
69.71,20.08583,1624,Store Lenangstind
44.77444,5.83916,2790,Grande Tete de l'Obiou
44.61305,34.24333,1545,Roman-Kosh
40.79472,20.46472,2373,Maja e Valamares
46.15527,10.87055,3173,Cima Tosa
47.56166,14.63277,2369,Hochtor
67.43333,17.72777,2089,Sarektj�kk�
47.52194,14.01694,2351,Grimming
45.9375,7.29916,4314,Grand Combin de Grafeneire
41.00361,21.18444,2601,Pelister
38.75777,20.99416,1589,Psili Korifi
45.82722,6.28555,2351,La Tournette
46.62138,9.87277,3418,Piz Kesch
47.06361,14.56722,2396,Zirbitzkogel
42.88833,11.62472,1738,Monte Amiata
45.03972,5.925,2857,Le Taillefer
46.44138,22.69027,1849,Bihor
43.39583,22.67944,2168,Midzor
43.12833,19.03666,2523,Durmitor 
46.08972,8.39416,2301,Monte Togano
39.43833,23.0475,1610,Pelion
36.67666,-4.99472,1919,Torrecilla
46.64333,8.42111,3630,Dammastock
47.49916,13.22666,2430,Raucheck
42.825,13.27666,2476,Monte Vettore
46.9,9.4675,2806,Haldensteiner Calanda
61.80388,5.82111,1670,Gjegnen
68.91861,-29.89972,3694,Gunnbj�rn Fjeld
70.78333,-26.66666,2200,Milne Land HP
72.11666,-24.9,2839,Dansketinden
71.32777,-52.90833,2105,Palup Qaqa
73.13333,-26.36666,2320,Payers Tinde
71.4,-51.96666,2259,Perserajoq
71.33333,-26.33333,2200,Renland HP
70.11666,-53.4,1904,Pyramiden/Hoeyriggen
73.15,-24.31666,1900,Angelin Bjerg
72.71666,-24.06666,1884,Traill HP
66.43333,-52.91666,1860,Parnaqussuit Qavaat HP
66.93333,-36.81666,3391,Mt. Forel
70.83333,-27.48333,1770,Storo HP
83.33333,-35.78333,1920,Rooseveltsfjeld HP
71.6,-53.18333,1765,Snehaetten
63.45,-41.83333,1750,Helges Halvo
72.94416,-24.32555,1730,Svedenborg Bjerg
72.25,-25.95,2475,Klosterbjergen
80.43333,-19.83333,1744,Hahn Land HP
70.95,-52.03333,1690,Agpalik
70.7,-52.98333,2144,Iterdlaup Qaqai 
73.43333,-22.83333,1679,Hardersbjerg (Gauss Halvo)
60.56583,-44.69722,1782,Qingagssat Qaqit
64.395,-51.10277,1616,Qingaq (Storo)
65.88333,-52.11666,2140,Agssaussat
66.11666,-37.45,1680,Pt. 1680
74.36666,-21.18333,1604,Ortlerspids
68.88333,-28.6,3308,Ejnar Mikkelsen Fjeld
70.29555,-52.71666,2010,Pautuut
60.13388,-44.53611,1763,Agdleruussakasit
73.36666,-26.3,2360,Margaretatopp (Andrees Land)
71.34444,-25.71388,2163,Kloftbjerge
73.31555,-24.02666,1600,Blaskbjerg 
64.45555,-50.52222,1630,Kinaussak
70.2,-27.66666,2100,Gaaseland HP
60.05,-43.91666,1549,Christian IV Island HP
73.95,-23.2,2000,Favres Bjerg
73,-25.53333,2000,Johnstrup Bjerge (Suess Land)
72.47222,-25.07083,1810,Berzelius Bjerg
73.2,-25.05,1802,Ymers
60.18333,-44.5,1845,Tuviligssuaq
61.01666,-45.16666,1840,Agdlerulik
66.03333,-52.26666,2190,Mt. Atter
19.82055,-155.46805,4205,Mauna Kea
 Haleakala,20.71,3055,Red Hill
19.47555,-155.60555,4169,Mauna Loa
20.88972,-156.58694,1764,Puu Kukui
22.05888,-159.4975,1598,Kawaikini
21.10666,-156.86861,1512,Kamakou
15.04333,-91.90333,4220,Volc�n Tajumulco
19.03166,-71.00583,3098,Pico Duarte
9.48416,-83.48861,3820,Cerro Chirrip�
18.36,-71.97666,2680,Pic la Selle
14.91333,-88.11416,2744,Monta�a de Santa Barbara
18.04666,-76.57916,2256,Blue Mountain Peak
14.53416,-88.68,2849,Cerro las Minas
18.3825,-74.025,2347,Pic de Macaya
14.46583,-90.74333,3761,Volc�n de Agua
19.99,-76.83666,2005,Pico Turquino
15.51916,-91.545,3837,Sierra de los Cuchaniantes HP
18.63666,-71.52083,2279,Loma Gajo en Medio
9.97666,-83.85416,3402,Volc�n Irazu
18.8125,-70.62722,2842,Alto de la Bandera
15.5,-91.91583,3518,Monta�a Pe�a Blanca
14.50083,-90.875,3976,Volc�n Acatenango
13.435,-88.26916,2130,Volc�n de San Miguel
14.58333,-91.18666,3537,Volc�n Atitlan
14.9575,-85.91666,2335,Sierra de Agalta
8.5825,-81.84583,2550,Cerro Santiago
15.52333,-88.2325,2242,Monta�a San Ildefonso
15.55916,-86.87666,2450,S. of Pico Bonito
12.7025,-87.00583,1745,Volc�n San Cristobal
13.85583,-89.62833,2362,Volc�n de Santa Ana
13.59666,-88.8375,2182,Volc�n de San Vicente
14.38416,-89.12888,2730,Cerro El Pital
10.74666,-85.15,2028,Volc�n Miravalles
11.53833,-85.6225,1611,Volc�n Concepci�n
14.495,-87.50833,2407,Monta�a los Comayagua
15.15,-89.73083,3015,Cerro Raxon
15.17666,-87.57333,2320,Pico Pijol
-17.61972,-149.48416,2241,Mt. Orohena
-20.58833,164.77083,1628,Mont Pani�
-13.61833,-172.48583,1858,Mauga Silisili
-9.70361,160.06194,2335,Popomanaseu
-7.95,157.075,1768,Mt. Veve
-15.3625,166.755,1879,Mt. Tabwemasana 
-36.45583,148.26361,2228,Mt. Kosciuszko
-41.87083,146.03333,1617,Mt. Ossa
-53.10416,73.5175,2745,Mawson Peak
-43.59583,170.14111,3755,Mt. Cook
-39.29,175.56333,2797,Ruapehu
-44.38333,168.73333,3033,Mt. Aspiring
-39.29583,174.065,2518,Mt. Taranaki
-44.6,168,2723,Mt. Tutoko
-41.99583,173.6625,2884,Tapuae-o-Ueneku
-45.07138,168.80805,2319,Double Cone
-42.225,173.61833,2608,Manakau
-43.5075,171.32,2333,Mt. Taylor
-44.43416,168.17,1648,Skippers Range HP
-49.58388,69.48972,1850,Mont Ross
-37.11111,-12.28833,2060,Queen Mary's Peak
-54.44083,-36.55527,2934,Mt. Paget
-54.71666,-36.1,2330,Mt. Carse
-5.95416,146.375,4125,Finisterre Range HP
-9.66916,149.01083,3676,Mt. Suckling
-5.78,145.02916,4509,Mt. Wilhelm
-8.8925,147.53333,4038,Mt. Victoria
-5.905,154.995,2715,Mt. Balbi
-9.33416,150.20583,2536,Mt. Oiautukekea
-6.04333,143.88666,4367,Mt. Giluwe
-4.40083,152.93833,2340,Hans Meyer Range
-5.05083,151.33083,2334,Mt. Ulawun
-6.06083,144.61583,4104,Mt. Kabangama
-5.18666,151.835,2316,Nakanai Mtns. HP
-9.46166,150.76833,1947,Mt. Kilkerran
-6.72583,145.98833,3557,Mt. Piora
-6.61416,142.82666,2507,Mt. Bosavi
-5.7225,142.495,3623,Mt. Karoma
-10.035,149.56916,2883,Mt. Simpson
-4.67666,145.9775,1833,Mt. Kunugui
-9.2,149.07166,1891,Mt. Victory
-4.0775,145.03916,1807,Manam Island HP
-5.5375,148.39666,1824,Mt. Talawe
-6.405,145.315,3647,Mt. Michael
-4.74583,152.05333,2063,Barurumea Ridge
-6.31083,147.09,4121,Mt. Sarawaget
-5.615,147.96583,1658,Mt. Bel
-3.29416,141.72333,1980,Bewani Mtns. HP
-5.8125,149.83833,1951,Pt. 1951m
-9.43583,150.5575,1665,Mt. Maybole
-4.7025,145.23166,1716,Adelbert Range HP
-9.32583,148.35833,2295,Sibium Mtns. HP
-6.86333,146.71583,2752,Mt. Shungol
-6.44333,155.60916,2251,Mt. Taraka
-32.65333,-70.01083,6962,Cerro Aconcagua
10.83916,-73.68638,5700,Pico Crist�bal Col�n
-1.46916,-78.8175,6267,Chimborazo
8.54166,-71.04583,4981,Pico Bol�var
6.49416,-72.2975,5410,Ritacuba Blanco
-46.595,-73.34583,4058,Monte San Valentin
-27.10916,-68.54083,6893,Nevado Ojos del Salado
-31.97916,-70.1125,6720,Cerro Mercedario
-47.59166,-72.30666,3706,Monte San Lorenzo
-49.01916,-73.50666,3580,Volc�n Lautaro 
-27.21416,-66.09416,5552,Cerro del Bols�n
-28.8675,-67.1275,4150,El Mela
-9.1225,-77.60583,6746,Nevado Huascar�n Sur
-29.01416,-67.82666,6097,Cerro General Manuel Belgrano
-33.35833,-69.77,6570,Cerro Tupungato
3.66,-65.40666,2832,Cerro Marahuaca
-28.25833,-66.04083,4575,Cerro el Manchao
2.92416,-76.02916,5390,Nevado del Huila
-41.16083,-71.8875,3470,Cerro Tronador
-20.43416,-41.79666,2890,Pico da Bandeira
-39.6375,-71.5025,3740,Volc�n Lan�n
-54.65916,-69.59833,2580,Monte Darwin
5.165,-76.095,4100,Cerro Tamana
-13.33583,-72.54916,6264,Nevado Salcantay
-15.85333,-68.54083,6427,Ancohuma
-31.31583,-67.92333,3160,Mogote Corralitos
10.08416,-63.95833,2596,Cerro Tristeza
10.54333,-66.7825,2765,Pico Naiguat�
-18.10833,-68.88333,6542,Nevado Sajama
-0.68083,-78.43833,5896,Cotopaxi
-24.72,-68.53666,6739,Volc�n Llullaillaco
3.34416,-76.69583,4050,Farallones de Cali
-35.58083,-68.49,3810,Cerro Nevado
5.75916,-76.06166,4050,Farallones de Citara
-44.07583,-72.86,2440,Monte Melimoyu
5.20222,-60.73527,2810,Monte Roraima
-43.295,-72.52583,2390,Pt. 2390
4.06916,-76.52416,3840,Cerro Calima
-47.035,-71.69833,2700,Monte Zeballos
-36.6375,-70.4325,4708,Volc�n Domuyo
-31.62583,-69.87666,5887,Cordillera de Ansilta
-15.54583,-72.66083,6405,Nevado Coropuna
-31.9875,-64.93666,2770,Cerro Champaqu�
0.80666,-66.005,2994,Pico de Neblina
10.33833,-72.90416,3660,Cerro Pintado
-24.06333,-65.74583,5930,Nevado de Cha�i
-21.22083,-68.46833,6176,Cerro Aucanquilcha
-27.75583,-68.79916,6795,Monte Pissis
-24.93166,-66.39083,6380,Cerro el Libertador
-30.42,-69.78083,6280,Cerro de la Majadita
-33.735,-69.87833,6108,Cerro Marmolejo
-12.37583,-73.6175,4150,Cordillera Vilcababna Norte HP
-13.79083,-71.2325,6372,Nevado Auzangate
0.025,-77.98916,5790,Nevado Cayembe
-31.7075,-69.15666,4380,Cerro Pircas
-22.42833,-44.84333,2798,Pontan
-45.10583,-73.16916,2300,Cerro Mac�
-15.33,-73.4475,5505,Nevado Sara Sara
-2.005,-78.34083,5300,Volc�n Sangay
-54.45,-70.84,2187,Monte Sarmiento
4.89166,-75.32333,5300,Nevado del Ruiz
-10.26888,-76.90527,6617,Cerro Yerupaj�
5.76583,-66.19166,2392,Serrania Guanay
-21.8875,-68.39166,6145,Volc�n San Pedro
-24.39583,-68.24583,6051,Volc�n Socompa
-3.295,-78.325,2950,Cordillera del Condor HP
-44.41833,-72.38,2300,Nevado Queulat
-18.16583,-69.14166,6342,Cerro Parinacota
-15.82166,-71.87916,6288,Nevado Ampato
-43.54416,-72.20333,2100,Macizo Nevado
-16.19333,-71.53194,6057,Nevado Chachani
-42.90416,-71.92083,2440,Cord�n de las Pir�mides
-25.5625,-67.88083,6440,Volc�n Antofalla
-21.54666,-68.5225,6040,Cerro Palpana
6.45666,-76.1225,3950,Paramo Frontino
-49.27166,-73.04666,3405,Cerro Fitzroy
-48.555,-73.14083,3300,Cerro Mellizo Sur
0.49083,-65.33333,2500,Serra Imeri
1.19583,-63.8,2140,Serra Tulu Tuloi
-41.33,-72.61833,2015,Volc�n Calbuco
-34.75416,-69.97166,5189,Cerro Sosneado
-36.51416,-69.28583,3838,Cerro Pay�n
-46.065,-72.2075,2675,Cordillera Castillo
-16.63333,-67.79083,6438,Nevado Illimani
-29.13,-69.78666,6168,Cerro del Toro
-13.21333,-71.99,5818,Sahuasiray
-25.075,-65.85166,5100,Cerro Malcante
-24.20083,-68.06666,6233,Cerro Pular
-41.10416,-72.49583,2661,Volc�n Osorno
-51.4175,-73.1975,2035,Cerro Balmaceda
-50.76,-72.25583,2160,Cerro Pin�culo
-47.19583,-73.46833,3437,Cerro Arenales
2.37833,-77.43333,3860,Cerro Napi
-49.78333,-73.10666,2730,Cerro Norte
-22.3425,-42.56,2316,Pico Maior
3.715,-74.0425,4180,Saliente del Rio Guape
-6.37416,-79.2375,4118,Cerro Mishahuanga
1.74666,-61.7925,1980,Serra da Mocidade
-49.75666,-73.01444,2636,Cerro Meson
-48.66416,-72.68666,2050,Cerro Tres Frailes
-24.29,-67.78333,6095,Cerro Aracar
-16.29666,-71.41083,5822,Volc�n Misti
0.36083,-78.34916,4944,Nevado Cotacachi
-10.42916,-75.41916,3660,Abra la Esperanza
-37.46333,-71.41583,3535,Sierra Velluda
-38.69583,-71.73166,3125,Volc�n Llaima
5.58083,-65.24916,2350,Sierra Maigualida
-33.96666,-70.96583,2281,Cerro Cantillana
-26.53,-67.05916,6012,Cerro Laguna Blanca
-6.02416,-77.5975,4010,Cerro de Campanario
-46.51833,-72.43833,2360,Sierra de Avallanos HP
-16.9775,-67.34916,5748,Cerro Gigante
8.16583,-77.29583,1870,Cerro Tacarcuna
-0.66333,-78.71583,5263,Iliniza Sur
-34.28666,-70.03333,5180,Picos de Barroso
-51.0075,-73.09583,2700,Cerro Paine Grande
-19.75333,-68.69666,5995,Alto Toroni
-49.32083,-73.41666,3490,Cordon Mariano Moreno
-48.65583,-72.9225,2250,Pascua
-17.72083,-69.7725,5988,Volc�n Tacora
-52.95083,-72.59583,1705,Cerro Ladrillero
-9.02861,-77.66555,6360,Nevados Hunadoy
-27.30583,-69.13083,6052,Volc�n Copiap�
-37.14,-70.05,3980,Volc�n Tromen
2.91333,-74.85,3630,Cordillera los Pichachos
6.66,-66.2375,2080,Cerro Cerbatana
-51.80166,-73.38416,1925,Cordillera Sarmiento
1.52833,-62.17416,1880,Serra do Pacu
8.11166,-74.2725,2270,Cerro San Lucas
-21.3025,-68.17916,5868,Volc�n Ollag�e
-26.61583,-65.72666,4740,Cumbres Calchaquies
-24.20666,-64.51416,2640,Cerros de Pereyra
5.41666,-66.36666,2070,Cero Raya
-26.63166,-68.36166,6414,Cerro el C�ndor
-0.485,-78.14166,5704,Volc�n Antisana
-16.74166,-66.88833,4480,Cumbre Salto del Fraile
-5.07916,-78.70083,2868,Pt. 2868
-44.75583,-72.425,2000,Cerro Elefantes
5.37,-62.07916,2675,Chimata Tepuy
-9.51583,-77.31,6369,Huantsan
-22.05916,-68.22833,5960,Cerro Paniri
-0.1775,-78.59916,4794,Cerro Guagua Pichincha
6.4625,-73.44416,3420,Cordillera de los Cobardes
4.7825,-76.495,2820,Cerro Torra
-43.88833,-72.185,2286,Cerro Barros Arana
-52.79833,-73.0925,1640,Gran Campo Nevado
-24.3075,-66.73333,6140,Nevado Queva
-49.96083,-73.45083,3200,Cerro Roma
-45.73583,-72.44916,1910,Cerro Huemules
-47.5425,-72.94166,1780,Cordon los Nadis
-44.69666,-73.07583,1620,Monte Mentolat
-32.30416,-69.68083,5680,Cerro del Tambillo
-19.8325,-67.64583,5321,Cerro Tunupa
-34.91833,-69.99416,4999,Cerro Risco Plateado
-47.675,-72.25166,2943,Cerro Penitentes
-43.19416,-72.79416,2300,Volc�n Corcovado
-42.1625,-71.83416,2230,Cerro Aguja Sur
-42.95583,-71.66166,2250,Cerro Situaci�n
-23.2925,-67.6175,6046,Cerro Pili
-19.14583,-68.69833,5869,Cerro Carabaya
-21.2925,-67.9675,5830,Cerro Tomasamil
-11.90583,-75.0525,5567,Cerro Jallacate
7.1025,-75.96916,3730,Cerro Paramillo
-50.535,-73.3575,2850,Cerro Pietrobelli
-39.93166,-72.03,2422,Volc�n Choshuenco
-47.2975,-73.11166,2200,Cerro Puno
0.96,-63.34,1780,Tulu Tuloi II
-5.5325,-79.245,3970,Cerro Bravo
-21.44833,-68.07083,5900,Callej�n Ca�apa
-25.35083,-67.64666,5810,Cerro Tebenquicho
0.95583,-77.88666,4760,Nevado de Cumbal
-35.2725,-70.58166,4084,Volc�n Peteroa
-39.42083,-71.93916,2860,Volc�n Villarrica
-9.45166,-74.67833,2450,Pico Sira
4.56916,-64.35666,2395,Meseta del Cerro Jaua
7.70166,-77.7275,1730,Alto de Nique
-29.58916,-69.44916,6122,Colang�il
-20.91833,-66.03583,5520,Cerro Chorolque
-1.47,-78.445,5016,Volc�n Tungurahua
-0.54083,-77.62666,3790,Volc�n Sumaco
9.5275,-70.11333,3560,Pico el Turmal
-42.37194,-71.76666,2480,Cerro Anexo
-47.05333,-73.06583,2150,Cordon Soler
-45.84666,-72.20916,1995,Cerro de la Paloma
-45.19833,-72.26333,1830,Pt. 1830
-48.10416,-73.38,1580,Peninsula Videau HP
-43.26416,-71.74416,2271,Cerro Conico
3.935,-74.11,4250,Paramo el Nevado
-27.3,-68.80833,6239,Tres Quebradas 
-14.65333,-69.22833,6044,Chaupi Orco
11.11277,-74.03388,2866,Cuchilla San Lorenzo
-47.42583,-73.1875,2300,Cerro Desfiladero
-51.37916,-72.84916,1590,Cerro Tenerife
-49.32083,-74.5025,1520,Isla Wellington HP
-52.325,-73.38,1520,Monte Burney
-8.685,-77.79083,5735,Nevado Champara
0.26083,-78.18083,4634,Cerro Imbabura
-19.54166,-64.66,4284,Cerro Photulo Punta
-38.38083,-71.58666,2865,Volc�n Lonquimay
-26.06583,-64.89166,2480,Cerro Castillejos
-42.79916,-72.44583,2450,Volc�n Minchinmavida
-44.07111,-72.01694,2010,Tres Hermanos
-48.46916,-72.39166,2200,Sierra de Sangra
10.3225,-70.63083,2100,Cerro el Cerron
-27.03333,-68.29583,6621,Cerro de Incahuasi
-45.57916,-72.33,1810,Cerro Cuatro Puntas
-51.64583,-72.8575,1538,Cerro Monumento Moore
-1.66333,-78.40916,5319,Cerro Altar
-33.10333,-70.06583,6070,Nevado el Plomo
0.0425,-91.33722,1707,Volc�n Wolf
-0.92833,-91.40944,1689,Volc�n Cerro Azul
-0.35361,-91.52416,1494,Volc�n La Cumbre
67.58138,128.14027,2409,Khrebet Orulgan HP
68.3575,140.07694,2021,Khrebet Saltaga-Tas HP
61.88805,171.1675,2453,Ledyakaya
65.17555,146.0075,3003,Pik Pobeda
65.28361,141.80111,2690,Gora Chen
66.59361,144.77638,2480,Momskiy Khrebet HP
65.21472,149.08,2400,Arga-Tas HP
62.60333,140.93916,2959,Pik Mus-Khaya
61.6,142.83472,2615,Hakandya
67.81666,178.29,1887,Chantalskiy Khrebet HP
46.85305,-121.76027,4392,Mt. Rainier
36.57861,-118.29194,4418,Mt. Whitney
41.40888,-122.19472,4317,Mt. Shasta
39.11777,-106.44527,4399,Mt. Elbert
48.77666,-121.81444,3286,Mt. Baker
33.81472,-116.67944,3304,San Jacinto Peak
34.09944,-116.825,3506,San Gorgonio Mtn.
36.27166,-115.69555,3633,Charleston Peak
46.2025,-121.49111,3742,Mt. Adams
47.80138,-123.71083,2429,Mt. Olympus
45.37361,-121.69583,3426,Mt. Hood
38.98583,-114.31388,3982,Wheeler Peak
48.11194,-121.11305,3213,Glacier Peak
37.63416,-118.25583,4342,White Mtn. Peak
43.18444,-109.65416,4208,Gannett Peak
44.38194,-107.17416,4013,Cloud Peak
43.74111,-110.8025,4197,Grand Teton
45.245,-117.29277,2999,Sacajawea Peak
40.77638,-110.37277,4123,Kings Peak
32.70166,-109.87194,3267,Mt. Graham
34.355,-117.64611,3068,Mt. San Antonio
36.16972,-117.08916,3367,Telescope Peak
38.43861,-109.22916,3877,Mt. Peale
44.27027,-71.30333,1917,Mt. Washington
35.76472,-82.265,2037,Mt. Mitchell
35.34638,-111.67805,3851,Humphreys Peak
44.1375,-113.78111,3859,Borah Peak
38.75194,-116.92666,3640,Mt. Jefferson
38.10888,-110.81361,3512,Mt. Ellen
40.45944,-112.62638,3362,Deseret Peak
44.67416,-121.79944,3200,Mt. Jefferson
41.02111,-114.07722,3266,Pilot Peak
46.01805,-110.27666,3417,Crazy Peak
47.3825,-113.91888,2993,McDonald Peak
44.10333,-121.76916,3157,South Sister
33.37416,-105.80861,3649,Sierra Blanca Peak
38.84111,-105.04277,4301,Pikes Peak
39.82166,-111.76027,3636,Mt. Nebo
48.22305,-115.68916,2663,Snowshoe Peak
39.41305,-114.59972,3622,North Schell Peak
40.5225,-118.17083,2998,Star Peak
36.65777,-115.20083,3021,Hayford Peak
44.14138,-113.08277,3718,Diamond Peak
40.3725,-112.18888,3237,Flat Top Mtn.
47.475,-120.90222,2870,Mt. Stuart
37.5775,-105.48555,4372,Blanca Peak
40.39194,-111.64638,3581,Mt. Timpanogos
39.82805,-113.91972,3691,Ibapah Peak
40.48805,-121.50472,3187,Lassen Peak
48.92472,-113.84777,3190,Mt. Cleveland
38.83277,-117.35305,3588,Arc Dome
45.32388,-116.54833,2871,He Devil
48.92833,-117.46,2228,Abercrombie Mtn.
32.44277,-110.78833,2791,Mt. Lemmon
31.84638,-109.29111,2975,Chiricahua Peak
41.32,-122.48,2751,Mt. Eddy
31.39277,-110.29305,2885,Miller Peak
44.11277,-73.92361,1629,Mt. Marcy
39.27333,-114.19861,3678,Mt. Moriah
